file,clip_id,episode_id,ok,bytes,n_raw,n_decoded,n_bad_frames,n_const_frames_sampled,T_out,nlab,hours,image_size,n_stack,quality,mean_v,max_v,min_v,stop_frac,dist_m,net_head,cum_head,junction,stopped,city,hw,lk,tl,tr,ac,bs,lk2,tl2,tr2,ac2,bs2,has_stop,has_brake,has_turn,n_nan_poses,n_nan_actions
88ee8d23-2096-499c-9f57-a21327e09e9f.v2ep.pt,88ee8d23-2096-499c-9f57-a21327e09e9f,943220069,True,3533839,201,201,0,0,199,179,0.005527777777777777,256,3,90,5.491596221923828,7.630999565124512,3.3450067043304443,0.0,109.282763671875,89.3790495164648,92.43148837730017,1,0.0,1.0,0.0,112,67,0,0,0,117,60,0,2,0,0,0,1,0,0
88f62f48-74bb-4cf4-ba73-dad77379df93.v2ep.pt,88f62f48-74bb-4cf4-ba73-dad77379df93,943220278,True,2786639,201,201,0,0,199,179,0.005527777777777777,256,3,90,12.880325317382812,16.904560089111328,4.142531871795654,0.0,256.3184814453125,26.589461985996078,98.81063917528196,1,0.0,0.24120603501796722,0.7587939500808716,18,42,54,0,65,87,0,1,0,91,0,1,1,0,0
88fc0efd-669e-43e1-ab79-da3feb22c944.v2ep.pt,88fc0efd-669e-43e1-ab79-da3feb22c944,943220323,True,1940879,201,201,0,0,199,179,0.005527777777777777,256,3,90,15.807219505310059,24.30915069580078,11.891549110412598,0.0,314.563671875,12.748985217935681,110.84786404018895,1,0.0,0.04522613063454628,0.9547738432884216,19,45,44,6,65,21,25,13,32,88,0,1,1,0,0
88ff04f6-8ed4-472f-b553-408b8e8efd85.v2ep.pt,88ff04f6-8ed4-472f-b553-408b8e8efd85,943220326,True,3207183,201,201,0,0,199,179,0.005527777777777777,256,3,90,4.419744491577148,6.918973445892334,0.02411544881761074,0.0954773873090744,87.95291748046876,23.718323666489518,47.95687552130223,1,0.14070351421833038,0.8592965006828308,0.0,62,0,34,41,42,62,0,34,46,37,1,1,1,0,0
89059622-a6c8-459b-b5e2-d6cc6323eb84.v2ep.pt,89059622-a6c8-459b-b5e2-d6cc6323eb84,943271989,True,2279247,201,201,0,0,199,179,0.005527777777777777,256,3,90,12.085368156433105,18.121337890625,1.99908447265625,0.0,240.49882812500002,137.98543504670022,158.66735713652554,1,0.0,0.4070351719856262,0.5929648280143738,72,50,0,0,57,72,48,0,0,59,0,1,1,0,0
890b3c5f-e52c-4215-b88b-7e7276f632d3.v2ep.pt,890b3c5f-e52c-4215-b88b-7e7276f632d3,943272034,True,2845199,201,201,0,0,199,179,0.005527777777777777,256,3,90,7.074840068817139,12.084096908569336,4.806949615478516,0.0,140.78931884765626,88.38350846380042,231.5724001862698,1,0.0,0.9899497628211975,0.01005025114864111,5,65,57,9,43,8,63,39,26,43,0,1,1,0,0
890e92d7-495b-4239-87ff-7b59ea5bb423.v2ep.pt,890e92d7-495b-4239-87ff-7b59ea5bb423,943272037,True,3138767,201,201,0,0,199,179,0.005527777777777777,256,3,90,6.33379602432251,9.660605430603027,3.43855881690979,0.0,126.04254150390625,126.81192858347636,132.76781255859245,1,0.0,1.0,0.0,81,58,0,6,34,81,56,0,7,35,0,1,1,0,0
89154514-ce45-438b-ae87-ea2f0df768cd.v2ep.pt,89154514-ce45-438b-ae87-ea2f0df768cd,943272245,True,2431823,201,201,0,0,199,179,0.005527777777777777,256,3,90,13.444147109985352,17.213754653930664,7.065678596496582,0.0,267.538525390625,98.14979105232655,102.3222033521256,1,0.0,0.31658291816711426,0.6834170818328857,68,0,54,57,0,68,0,45,66,0,0,0,1,0,0
89213ef0-ba0d-4118-a37a-66cef58bfdc3.v2ep.pt,89213ef0-ba0d-4118-a37a-66cef58bfdc3,943272497,True,3331919,201,201,0,0,199,179,0.005527777777777777,256,3,90,1.0821168422698975,2.8595077991485596,0.0,0.37688443064689636,21.534124755859377,4.827960195958533,5.322247325814016,0,0.5226130485534668,0.4773869216442108,0.0,114,0,0,44,21,114,0,0,44,21,1,1,0,0,0
892e00cd-341e-471a-b37a-02ebe4d95033.v2ep.pt,892e00cd-341e-471a-b37a-02ebe4d95033,943272549,True,2622607,201,201,0,0,199,179,0.005527777777777777,256,3,90,4.497375011444092,12.663871765136719,0.0,0.36180904507637024,89.49776611328126,91.1216220190318,95.18227876363112,1,0.37185928225517273,0.5276381969451904,0.10050251334905624,84,58,0,37,0,83,48,0,48,0,1,0,1,0,0
894127bb-8418-4649-a240-c21d0856b7b5.v2ep.pt,894127bb-8418-4649-a240-c21d0856b7b5,943273009,True,2423119,201,201,0,0,199,179,0.005527777777777777,256,3,90,5.906350612640381,6.839395046234131,4.984380722045898,0.0,117.536376953125,95.12160619323389,108.46798024654639,1,0.0,1.0,0.0,105,0,72,0,2,110,0,63,0,6,0,1,1,0,0
895642d3-3e5b-4e33-bf76-1902dab34e4a.v2ep.pt,895642d3-3e5b-4e33-bf76-1902dab34e4a,943273270,True,3731087,201,201,0,0,199,179,0.005527777777777777,256,3,90,2.733696222305298,7.785000324249268,0.0,0.5477386713027954,54.40055541992188,34.5731061822839,34.57638467308551,1,0.5678392052650452,0.43216079473495483,0.0,115,23,0,41,0,138,0,0,41,0,1,0,1,0,0
89574937-bac4-4fd4-b191-fcdfe5daf2fb.v2ep.pt,89574937-bac4-4fd4-b191-fcdfe5daf2fb,943273271,True,3140111,201,201,0,0,199,179,0.005527777777777777,256,3,90,19.162973403930664,21.18075942993164,16.70785903930664,0.0,381.3431640625,9.364667465329383,83.56465974019468,0,0.0,0.0,1.0,64,30,10,55,20,78,0,0,65,36,0,1,1,0,0
8969ec1b-414d-4fa0-aea7-5cd11e61b5e7.v2ep.pt,8969ec1b-414d-4fa0-aea7-5cd11e61b5e7,943273529,True,2402383,201,201,0,0,199,179,0.005527777777777777,256,3,90,13.93649673461914,14.752869606018066,13.597554206848145,0.0,277.33627929687503,16.751353128158094,17.583119904903906,0,0.0,0.0,1.0,168,11,0,0,0,179,0,0,0,0,0,0,1,0,0
8999e4bf-eb5c-41b9-97b8-015115452698.v2ep.pt,8999e4bf-eb5c-41b9-97b8-015115452698,943274297,True,2123855,201,201,0,0,199,179,0.005527777777777777,256,3,90,10.73040771484375,12.403874397277832,9.510846138000488,0.0,213.535107421875,18.809029577894474,52.35335900701271,0,0.0,0.8492462038993835,0.15075376629829407,118,41,17,3,0,149,0,0,30,0,0,0,1,0,0
89b16891-0ae2-4808-b548-ff92a98865d5.v2ep.pt,89b16891-0ae2-4808-b548-ff92a98865d5,943284785,True,2512591,201,201,0,0,199,179,0.005527777777777777,256,3,90,7.330406188964844,9.112776756286621,4.367724895477295,0.0,145.87508544921874,36.6082976492726,124.1149874085618,1,0.0,1.0,0.0,69,64,35,0,11,108,55,3,0,13,0,1,1,0,0
89b39938-66a1-41ec-82cf-870680bd1f02.v2ep.pt,89b39938-66a1-41ec-82cf-870680bd1f02,943284787,True,2832463,201,201,0,0,199,179,0.005527777777777777,256,3,90,10.718888282775879,14.794988632202148,3.854445695877075,0.0,213.3058837890625,83.36028681984956,100.57252745282177,1,0.0,0.5025125741958618,0.4974874258041382,66,46,0,55,12,66,42,0,58,13,0,1,1,0,0
89c1f0f0-fef3-42d8-a649-7609df8d1e14.v2ep.pt,89c1f0f0-fef3-42d8-a649-7609df8d1e14,943285041,True,2215695,201,201,0,0,199,179,0.005527777777777777,256,3,90,10.573100090026855,15.554506301879883,2.2079999446868896,0.0,210.40468750000002,72.22214024595885,165.54661438553566,1,0.0,0.44723618030548096,0.552763819694519,37,36,81,15,10,55,12,42,53,17,0,1,1,0,0
89d9be06-4d40-4137-ac48-1becaf8856d7.v2ep.pt,89d9be06-4d40-4137-ac48-1becaf8856d7,943285305,True,2681743,201,201,0,0,199,179,0.005527777777777777,256,3,90,23.716997146606445,26.815780639648438,21.424829483032227,0.0,471.96826171875,3.096643845143701,45.524194365375465,0,0.0,0.0,1.0,119,6,2,52,0,121,0,0,58,0,0,0,1,0,0
89dce958-bfd2-4a87-a354-ce3a4461ec0b.v2ep.pt,89dce958-bfd2-4a87-a354-ce3a4461ec0b,943285347,True,2842639,201,201,0,0,199,179,0.005527777777777777,256,3,90,9.284296989440918,13.05154800415039,2.6444718837738037,0.0,184.75750732421875,66.48407100347447,77.3304592167789,1,0.0,0.6482412219047546,0.35175880789756775,75,0,27,8,69,75,0,28,8,68,0,1,1,0,0
89e18950-a564-4e03-8011-1feac1cd4a54.v2ep.pt,89e18950-a564-4e03-8011-1feac1cd4a54,943285553,True,2097743,201,201,0,0,199,179,0.005527777777777777,256,3,90,12.466054916381836,13.97446346282959,10.111872673034668,0.0,248.07448730468752,1.5916663030447513,29.4709958534194,0,0.0,0.30150753259658813,0.6984924674034119,162,9,8,0,0,179,0,0,0,0,0,0,1,0,0
89e18be1-0692-47d0-9e8b-3e04dd2a1272.v2ep.pt,89e18be1-0692-47d0-9e8b-3e04dd2a1272,943285553,True,3512783,201,201,0,0,199,179,0.005527777777777777,256,3,90,3.828585386276245,9.504724502563477,0.32992303371429443,0.10552763938903809,76.18884887695313,80.8233086752967,145.72115703649493,1,0.1658291518688202,0.8341708779335022,0.0,41,53,20,54,11,14,53,69,43,0,1,1,1,0,0
89e47b53-24d0-4a9c-9d85-1a3a62248f36.v2ep.pt,89e47b53-24d0-4a9c-9d85-1a3a62248f36,943285556,True,2442255,201,201,0,0,199,179,0.005527777777777777,256,3,90,5.855621337890625,8.688671112060547,4.219539165496826,0.0,116.52686767578126,91.09744314936997,162.27921581114165,1,0.0,1.0,0.0,23,60,34,37,25,26,58,21,49,25,0,1,1,0,0
89e94be0-cc9d-40e1-baf8-9201a410b64e.v2ep.pt,89e94be0-cc9d-40e1-baf8-9201a410b64e,943285561,True,2132431,201,201,0,0,199,179,0.005527777777777777,256,3,90,10.809208869934082,17.327754974365234,5.6136627197265625,0.0,215.1032470703125,3.031292595165019,29.09689273219946,0,0.0,0.6482412219047546,0.35175880789756775,105,8,0,46,20,113,0,0,46,20,0,1,1,0,0
89ed45d5-27b5-450a-ab2f-aaafa6928d85.v2ep.pt,89ed45d5-27b5-450a-ab2f-aaafa6928d85,943285604,True,2628175,199,199,0,0,197,177,0.005472222222222222,256,3,90,2.0976052284240723,10.417778015136719,0.0,0.5685279369354248,41.32282104492188,2.2392775193886805,2.462023648601136,0,0.5989847779273987,0.4010152220726013,0.0,98,0,0,0,79,98,0,0,0,79,1,1,0,0,0
8a022f78-b2cd-4d3e-b9fb-a61ceeac6272.v2ep.pt,8a022f78-b2cd-4d3e-b9fb-a61ceeac6272,945893426,True,3279823,201,201,0,0,199,179,0.005527777777777777,256,3,90,5.352387428283691,8.678364753723145,0.0961107686161995,0.18592964112758636,106.51251220703125,17.361289021040232,30.444611998848035,0,0.25628140568733215,0.7437185645103455,0.0,98,0,7,13,61,98,0,0,20,61,1,1,1,0,0
8a030988-2c68-44b1-b613-ae3d335f308f.v2ep.pt,8a030988-2c68-44b1-b613-ae3d335f308f,945893427,True,3658959,201,201,0,0,199,179,0.005527777777777777,256,3,90,14.400168418884277,15.49810791015625,13.232112884521484,0.0,286.5633544921875,53.692267329631974,120.74639275142488,0,0.0,0.0,1.0,67,76,27,9,0,162,0,0,17,0,0,0,1,0,0
8a2b64ef-ade4-4154-bac3-25d7b187504c.v2ep.pt,8a2b64ef-ade4-4154-bac3-25d7b187504c,945893986,True,2365455,201,201,0,0,199,179,0.005527777777777777,256,3,90,2.6604981422424316,5.4895524978637695,0.0029023822862654924,0.12562814354896545,52.94391479492188,73.77183503655388,79.70599901010934,1,0.42211055755615234,0.5778894424438477,0.0,79,0,70,30,0,55,0,98,26,0,1,0,1,0,0
8a2e48db-e637-42f9-902e-47c041251042.v2ep.pt,8a2e48db-e637-42f9-902e-47c041251042,945893989,True,1579279,201,201,0,0,199,179,0.005527777777777777,256,3,90,11.11142349243164,16.750316619873047,8.589629173278809,0.0,221.11733398437502,147.23269156019708,155.37179086199438,1,0.0,0.7236180901527405,0.2763819098472595,37,97,0,43,2,44,74,0,43,18,0,1,1,0,0
8a2f88f9-7d20-46bc-b5b6-7c74fb054338.v2ep.pt,8a2f88f9-7d20-46bc-b5b6-7c74fb054338,945893990,True,1919567,201,201,0,0,199,179,0.005527777777777777,256,3,90,21.960723876953125,26.872987747192383,19.364198684692383,0.0,437.01840820312503,19.212283946492025,19.212324927627048,0,0.0,0.0,1.0,125,0,0,0,54,125,0,0,0,54,0,1,0,0,0
8a3b27c2-2d8a-4117-9a38-35dafe97fbd7.v2ep.pt,8a3b27c2-2d8a-4117-9a38-35dafe97fbd7,945894242,True,2807247,201,201,0,0,199,179,0.005527777777777777,256,3,90,12.309326171875,15.0675687789917,9.265586853027344,0.0,244.95559082031252,89.19244191815088,90.71243904623469,1,0.0,0.37688443064689636,0.623115599155426,66,0,62,40,11,66,0,44,48,21,0,1,1,0,0
8a3be094-ff95-4056-8dda-b1c3b6e2342b.v2ep.pt,8a3be094-ff95-4056-8dda-b1c3b6e2342b,945894242,True,2980175,201,201,0,0,199,179,0.005527777777777777,256,3,90,3.0283501148223877,8.476469993591309,0.0,0.47236180305480957,60.26416625976563,107.56117018138966,110.9774327287441,1,0.48241207003593445,0.5175879597663879,0.0,87,0,53,33,6,85,9,50,29,6,1,1,1,0,0
8a4b6623-ac09-4d9b-bbc1-4060262f0dfa.v2ep.pt,8a4b6623-ac09-4d9b-bbc1-4060262f0dfa,945894498,True,2506255,201,201,0,0,199,179,0.005527777777777777,256,3,90,5.962952613830566,13.689980506896973,0.6519872546195984,0.0,118.66275634765626,88.8173689100688,107.48518432687325,1,0.28140702843666077,0.4170854389667511,0.30150753259658813,82,0,66,28,3,44,26,80,29,0,0,1,1,0,0
8a52f21f-13a1-43e1-8203-d0c60774dfcc.v2ep.pt,8a52f21f-13a1-43e1-8203-d0c60774dfcc,945894706,True,2751311,201,201,0,0,199,179,0.005527777777777777,256,3,90,2.37595272064209,6.311916351318359,0.0,0.38693466782569885,47.28146057128907,63.87241840072586,64.85413515051013,1,0.402010053396225,0.5979899764060974,0.0,73,0,41,48,17,73,0,41,48,17,1,1,1,0,0
8a55f7c5-b7db-46f5-b518-e0dc7dc00a3f.v2ep.pt,8a55f7c5-b7db-46f5-b518-e0dc7dc00a3f,945894709,True,3016079,201,201,0,0,199,179,0.005527777777777777,256,3,90,13.905319213867188,21.362064361572266,5.206547737121582,0.0,276.7158447265625,0.6142662328159267,73.14924963332888,1,0.0,0.45728641748428345,0.5427135825157166,50,13,41,12,63,50,11,28,16,74,0,1,1,0,0
8a83a76b-113c-4576-99f5-25db83b827cb.v2ep.pt,8a83a76b-113c-4576-99f5-25db83b827cb,945895475,True,2173327,201,201,0,0,199,179,0.005527777777777777,256,3,90,17.906618118286133,18.784467697143555,16.822973251342773,0.0,356.34169921875,30.095671294530423,31.44367742912414,0,0.0,0.0,1.0,165,14,0,0,0,179,0,0,0,0,0,0,1,0,0
8a9c1bcf-b688-4202-872b-d4ee8b2bde9f.v2ep.pt,8a9c1bcf-b688-4202-872b-d4ee8b2bde9f,945895779,True,2478607,201,201,0,0,199,179,0.005527777777777777,256,3,90,1.1328195333480835,2.456719160079956,0.0,0.42211055755615234,22.543109130859378,47.18410791860698,50.08187031549826,1,0.4623115658760071,0.5376884341239929,0.0,107,48,0,24,0,98,57,0,24,0,1,0,1,0,0
8aae8a95-a5f9-4e12-afcc-f714bdef5c6f.v2ep.pt,8aae8a95-a5f9-4e12-afcc-f714bdef5c6f,945906021,True,3579855,201,201,0,0,199,179,0.005527777777777777,256,3,90,5.95521354675293,10.12431526184082,2.1726746559143066,0.0,118.50875244140626,173.49878507012806,241.9930012369048,1,0.0,1.0,0.0,24,78,21,23,33,24,77,17,27,34,0,1,1,0,0
8aafc12b-8ff1-4409-94af-78f0a39a9f42.v2ep.pt,8aafc12b-8ff1-4409-94af-78f0a39a9f42,945906022,True,3671439,201,201,0,0,199,179,0.005527777777777777,256,3,90,10.836570739746094,11.891434669494629,9.63862133026123,0.0,215.64775390625002,9.555762497927999,85.42971119495836,1,0.0,1.0,0.0,105,35,27,0,12,142,0,17,6,14,0,1,1,0,0
8abcaf0c-722a-4207-bc43-be985ad2ec12.v2ep.pt,8abcaf0c-722a-4207-bc43-be985ad2ec12,945906275,True,2471567,201,201,0,0,199,179,0.005527777777777777,256,3,90,12.790369987487793,15.867472648620605,7.161694526672363,0.0,254.52836914062502,16.816321887543253,32.1617078958109,1,0.0,0.3065326511859894,0.6934673190116882,73,7,0,30,69,73,2,0,30,74,0,1,1,0,0
8ac8c89c-0d63-4030-b87f-c0c85cd15332.v2ep.pt,8ac8c89c-0d63-4030-b87f-c0c85cd15332,945906488,True,2486479,201,201,0,0,199,179,0.005527777777777777,256,3,90,14.930925369262695,21.284292221069336,12.558271408081055,0.0,297.1254150390625,18.601241562964347,126.50875014659783,1,0.0,0.0,1.0,32,51,64,13,19,92,7,0,30,50,0,1,1,0,0
8acb4bfd-f55b-4619-94d4-3e6ca8198baf.v2ep.pt,8acb4bfd-f55b-4619-94d4-3e6ca8198baf,945906530,True,3013583,201,201,0,0,199,179,0.005527777777777777,256,3,90,1.793573260307312,5.120746612548828,0.0,0.311557799577713,35.692108154296875,118.7245884552094,241.27544888345994,1,0.4170854389667511,0.5829145908355713,0.0,44,135,0,0,0,24,155,0,0,0,1,0,1,0,0
8ad33758-0204-4619-9005-c163f03e1492.v2ep.pt,8ad33758-0204-4619-9005-c163f03e1492,945906739,True,2835151,201,201,0,0,199,179,0.005527777777777777,256,3,90,9.971663475036621,13.680144309997559,5.7563796043396,0.0,198.43609619140625,87.69570841438014,124.64137642751635,1,0.0,0.7688442468643188,0.23115578293800354,67,57,9,27,19,76,50,0,31,22,0,1,1,0,0
8adc8d7b-4a4e-434c-bfd3-239b4b8ed31d.v2ep.pt,8adc8d7b-4a4e-434c-bfd3-239b4b8ed31d,945906787,True,2191567,201,201,0,0,199,179,0.005527777777777777,256,3,90,8.423615455627441,10.924895286560059,4.127936363220215,0.0,167.6299560546875,79.11534474125415,86.4839372329715,1,0.0,1.0,0.0,90,0,53,22,14,90,0,47,25,17,0,1,1,0,0
8adfe605-10b0-4142-8764-aaae7118bcc7.v2ep.pt,8adfe605-10b0-4142-8764-aaae7118bcc7,945906790,True,2059727,201,201,0,0,199,179,0.005527777777777777,256,3,90,13.819164276123047,15.587896347045898,11.862566947937012,0.0,275.0013671875,31.198760505865824,38.97871480072553,0,0.0,0.14070351421833038,0.8592965006828308,110,0,33,0,36,143,0,0,0,36,0,1,1,0,0
8ae81182-3a2a-4298-8d3c-a6ea40132168.v2ep.pt,8ae81182-3a2a-4298-8d3c-a6ea40132168,945907000,True,2779151,201,201,0,0,199,179,0.005527777777777777,256,3,90,8.030306816101074,9.80104923248291,4.815568923950195,0.0,159.80311279296876,12.289190543388763,79.3382069836825,1,0.0,1.0,0.0,85,27,29,23,15,85,14,27,32,21,0,1,1,0,0
8ae913d5-1af2-43ec-af47-ca694d5d540b.v2ep.pt,8ae913d5-1af2-43ec-af47-ca694d5d540b,945907001,True,2677839,200,200,0,0,198,178,0.0055000000000000005,256,3,90,3.3838448524475098,13.613438606262207,0.0,0.5757575631141663,67.00012817382813,1.5268478078213303,4.377864390033033,0,0.5959596037864685,0.3333333432674408,0.07070706784725189,98,0,0,0,80,98,0,0,0,80,1,1,0,0,0
8aed0365-8601-4829-8df5-c1260f77c862.v2ep.pt,8aed0365-8601-4829-8df5-c1260f77c862,945907044,True,3433743,201,201,0,0,199,179,0.005527777777777777,256,3,90,2.937314748764038,5.500110149383545,0.5346106290817261,0.0,58.4525634765625,100.53846529943092,103.03382710137089,1,0.2512562870979309,0.7487437129020691,0.0,89,0,60,23,7,89,0,67,16,7,0,1,1,0,0
8aeecc5a-fc1e-46f7-b08c-4c3a6ba0c08a.v2ep.pt,8aeecc5a-fc1e-46f7-b08c-4c3a6ba0c08a,945907045,True,2887183,201,201,0,0,199,179,0.005527777777777777,256,3,90,3.767108201980591,8.706334114074707,0.0,0.23618090152740479,74.9654541015625,76.98979670173534,104.8709704031859,1,0.26633167266845703,0.733668327331543,0.0,45,46,3,23,62,45,51,5,18,60,1,1,1,0,0
8af2d53c-48d9-4fbe-b298-81b97d91b7c6.v2ep.pt,8af2d53c-48d9-4fbe-b298-81b97d91b7c6,945907250,True,2059087,201,201,0,0,199,179,0.005527777777777777,256,3,90,11.092546463012695,12.848978042602539,8.264849662780762,0.0,220.7416748046875,64.14789359033081,233.51968711864043,1,0.0,0.7085427045822144,0.29145729541778564,6,49,109,15,0,15,36,88,30,10,0,0,1,0,0
8af68c0d-e87a-4a17-b7d6-ed8123b8099f.v2ep.pt,8af68c0d-e87a-4a17-b7d6-ed8123b8099f,945907254,True,2129807,201,201,0,0,199,179,0.005527777777777777,256,3,90,8.382484436035156,12.124384880065918,4.491692066192627,0.0,166.81143798828126,158.99987806607845,312.895501123893,1,0.0,0.9547738432884216,0.04522613063454628,18,78,60,12,11,22,72,41,18,26,0,1,1,0,0
8af6dd59-e153-440f-9226-162c65a01e45.v2ep.pt,8af6dd59-e153-440f-9226-162c65a01e45,945907254,True,2756879,201,201,0,0,199,179,0.005527777777777777,256,3,90,2.7806973457336426,3.7564220428466797,1.918325662612915,0.0,55.33587646484375,70.11981484961811,75.17964630752023,1,0.0,1.0,0.0,127,0,52,0,0,124,0,55,0,0,0,0,1,0,0
8aff4b6c-3e62-4e5b-9c02-574bdc0fce37.v2ep.pt,8aff4b6c-3e62-4e5b-9c02-574bdc0fce37,945907302,True,2528207,201,201,0,0,199,179,0.005527777777777777,256,3,90,2.3382182121276855,5.568551063537598,0.0,0.24120603501796722,46.5305419921875,0.8107297941021735,3.7937056310785224,0,0.3065326511859894,0.6934673190116882,0.0,109,0,0,57,13,109,0,0,57,13,1,1,0,0,0
8b024562-db5e-4451-bd05-703123864471.v2ep.pt,8b024562-db5e-4451-bd05-703123864471,945958962,True,2290383,201,201,0,0,199,179,0.005527777777777777,256,3,90,15.761480331420898,17.180410385131836,14.14804458618164,0.0,313.653466796875,38.62135930335046,41.38548221894126,0,0.0,0.0,1.0,146,0,33,0,0,166,0,0,13,0,0,0,1,0,0
8b108a06-742c-4e1a-a316-2f30da65f13d.v2ep.pt,8b108a06-742c-4e1a-a316-2f30da65f13d,945959216,True,1700111,201,201,0,0,199,179,0.005527777777777777,256,3,90,19.43288230895996,23.875102996826172,15.860429763793945,0.0,386.71435546875,79.94595721603022,83.02340822960619,0,0.0,0.0,1.0,64,84,0,31,0,129,0,0,49,1,0,0,1,0,0
8b1e8df5-0d85-499b-9d11-1b96e138c56b.v2ep.pt,8b1e8df5-0d85-499b-9d11-1b96e138c56b,945959269,True,2710031,201,201,0,0,199,179,0.005527777777777777,256,3,90,2.89633846282959,5.338274955749512,0.0,0.1658291518688202,57.6371337890625,88.44656477021798,92.79652100730233,1,0.1909547746181488,0.8090452551841736,0.0,56,46,0,34,43,48,61,0,28,42,1,1,1,0,0
8b22fcfe-5f06-4852-b99a-5a5e5d56c532.v2ep.pt,8b22fcfe-5f06-4852-b99a-5a5e5d56c532,945959474,True,2510543,201,201,0,0,199,179,0.005527777777777777,256,3,90,11.07804012298584,15.47739315032959,5.697673797607422,0.0,220.4530029296875,13.377430923468554,14.132303430538363,0,0.0,0.37185928225517273,0.6281406879425049,96,0,0,38,45,96,0,0,38,45,0,1,0,0,0
8b25295a-3197-43ce-a63e-b2b34827c6cd.v2ep.pt,8b25295a-3197-43ce-a63e-b2b34827c6cd,945959477,True,2879567,201,201,0,0,199,179,0.005527777777777777,256,3,90,2.3563759326934814,7.005161762237549,0.0,0.4522612988948822,46.89187927246094,0.1360027267532939,1.9104175712309064,0,0.4673366844654083,0.5326633453369141,0.0,94,0,0,67,18,94,0,0,67,18,1,1,0,0,0
8b26e6e4-f719-4053-975d-cd3d341c59ca.v2ep.pt,8b26e6e4-f719-4053-975d-cd3d341c59ca,945959478,True,3559695,201,201,0,0,199,179,0.005527777777777777,256,3,90,17.473758697509766,24.105205535888672,9.75955867767334,0.0,347.727783203125,34.032291803802295,189.1484286851631,1,0.0,0.31658291816711426,0.6834170818328857,14,61,55,16,33,39,39,0,22,79,0,1,1,0,0
8b275ad7-32be-49ed-ae9b-4760978bb05f.v2ep.pt,8b275ad7-32be-49ed-ae9b-4760978bb05f,945959479,True,3735119,201,201,0,0,199,179,0.005527777777777777,256,3,90,2.5405852794647217,8.43313217163086,0.0,0.49246230721473694,50.557647705078125,1.0923794747168194,5.484068167629958,0,0.5276381969451904,0.47236180305480957,0.0,93,0,0,30,56,93,0,0,30,56,1,1,0,0,0
8b35af87-5784-4842-a5cb-13d8637830cc.v2ep.pt,8b35af87-5784-4842-a5cb-13d8637830cc,945959733,True,2296719,201,201,0,0,199,179,0.005527777777777777,256,3,90,13.065503120422363,16.650602340698242,7.812321186065674,0.0,260.00351562500003,0.24938386697550557,10.619373215860724,0,0.0,0.3919597864151001,0.6080402135848999,117,0,0,62,0,117,0,0,62,0,0,0,0,0,0
8b3aa1fb-9514-4b58-b2ea-ef44d7c329a0.v2ep.pt,8b3aa1fb-9514-4b58-b2ea-ef44d7c329a0,945959777,True,3880655,201,201,0,0,199,179,0.005527777777777777,256,3,90,1.3905506134033203,4.598139762878418,0.0,0.5678392052650452,27.67195739746094,1.5112613161353614,8.963216266672713,0,0.5929648280143738,0.4070351719856262,0.0,130,0,0,15,34,130,0,0,15,34,1,1,0,0,0
8b550c60-e979-4de1-9415-dd66d40564ff.v2ep.pt,8b550c60-e979-4de1-9415-dd66d40564ff,945960245,True,1703503,201,201,0,0,199,179,0.005527777777777777,256,3,90,15.348718643188477,19.782588958740234,10.997937202453613,0.0,305.439501953125,78.14264384117429,80.74227531098367,0,0.0,0.2512562870979309,0.7487437129020691,41,0,94,15,29,89,0,0,61,29,0,1,1,0,0
8b56847d-38ff-490f-863e-3a88cfae0aca.v2ep.pt,8b56847d-38ff-490f-863e-3a88cfae0aca,945960246,True,2529359,201,201,0,0,199,179,0.005527777777777777,256,3,90,13.165587425231934,13.824061393737793,12.010501861572266,0.0,261.9951904296875,20.768979680986313,40.48240826726052,0,0.0,0.0,1.0,131,0,31,0,17,162,0,0,0,17,0,1,1,0,0
8b5fc2cd-73ec-4df2-bd29-65968a5659f3.v2ep.pt,8b5fc2cd-73ec-4df2-bd29-65968a5659f3,945960294,True,2162831,201,201,0,0,199,179,0.005527777777777777,256,3,90,11.294864654541016,13.900907516479492,7.025225639343262,0.0,224.7677978515625,33.311037487827285,40.28894998920907,1,0.0,0.44723618030548096,0.552763819694519,97,0,31,44,7,102,0,19,51,7,0,1,1,0,0
8b688469-c543-404d-b714-92d4deef3310.v2ep.pt,8b688469-c543-404d-b714-92d4deef3310,945960504,True,2428239,201,201,0,0,199,179,0.005527777777777777,256,3,90,9.709946632385254,15.418527603149414,5.83021354675293,0.0,193.22792968750002,70.45909766644931,96.04938493914257,1,0.0,0.6934673190116882,0.3065326511859894,47,49,0,28,55,54,39,0,28,58,0,1,1,0,0
8b6f4d7b-f776-492a-a7e2-7420106d6218.v2ep.pt,8b6f4d7b-f776-492a-a7e2-7420106d6218,945960550,True,2252175,201,201,0,0,199,179,0.005527777777777777,256,3,90,4.855564594268799,8.120630264282227,2.0844898223876953,0.0,96.62573852539063,82.87205123759871,103.84805395232812,1,0.0,1.0,0.0,77,0,56,13,33,75,0,55,17,32,0,1,1,0,0
8b733447-bfc7-434f-88ae-6db547002767.v2ep.pt,8b733447-bfc7-434f-88ae-6db547002767,945960755,True,1967119,201,201,0,0,199,179,0.005527777777777777,256,3,90,14.488558769226074,16.229877471923828,9.206167221069336,0.0,288.322314453125,45.02149244246253,75.87965873517649,1,0.0,0.10050251334905624,0.8994975090026855,94,29,11,45,0,130,0,0,49,0,0,0,1,0,0
