file,episode_id,T_out,nlab,mean_v,stop_frac,net_head,cum_head,junction,stopped,city,hw,lk,tl,tr,ac,bs,lk2,tl2,tr2,ac2,bs2,has_stop,has_brake,has_turn
ep_00032.pt,808661808,199,179,3.7263870239257812,0.2964824140071869,0.3923397263038724,10.449779618769309,0,0.3467336595058441,0.6532663106918335,0.0,111,0,0,0,68,111,0,0,0,68,1,1,0
ep_00033.pt,808662370,199,179,10.813287734985352,0.0,28.99036910190394,32.438234934548035,0,0.0,0.7236180901527405,0.2763819098472595,76,0,3,29,71,78,0,0,29,72,0,1,1
ep_00034.pt,808662584,199,179,3.2020349502563477,0.286432147026062,4.483076624007909,69.23055154043912,1,0.30150753259658813,0.6984924674034119,0.0,63,38,26,1,51,67,36,35,2,39,1,1,1
ep_00035.pt,808662839,199,179,9.238322257995605,0.0,7.8057314287873325,20.052520157808654,0,0.0,1.0,0.0,159,0,0,0,20,159,0,0,0,20,0,1,0
ep_00036.pt,808673638,199,179,5.193471431732178,0.286432147026062,62.28980892852054,64.7438549161711,1,0.3316583037376404,0.6683416962623596,0.0,87,46,0,7,39,67,79,0,0,33,1,1,1
ep_00037.pt,808673889,199,179,15.417762756347656,0.0,29.223278552601375,33.538182258865234,0,0.0,0.0,1.0,121,0,0,0,58,121,0,0,0,58,0,1,0
ep_00038.pt,808674352,199,179,3.2470550537109375,0.16080401837825775,1.8190023193794558,52.27356873712863,1,0.21608039736747742,0.7839195728302002,0.0,51,14,15,33,66,38,32,17,26,66,1,1,1
ep_00039.pt,808674869,199,179,4.70368766784668,0.41206029057502747,6.520412770395993,19.684591527598407,1,0.4271356761455536,0.572864294052124,0.0,102,0,11,63,3,103,0,0,73,3,1,1,1
ep_00040.pt,808726580,199,179,9.566624641418457,0.0,13.833714880782086,24.304572463330054,0,0.0,0.5276381969451904,0.47236180305480957,83,0,0,96,0,83,0,0,96,0,0,0,0
ep_00041.pt,808726627,199,179,34.1661376953125,0.0,7.322673129927351,7.3614276232780025,0,0.0,0.0,1.0,179,0,0,0,0,179,0,0,0,0,0,0,0
ep_00042.pt,808726840,199,179,8.434847831726074,0.1909547746181488,0.194974580047184,3.619849995945018,0,0.20603014528751373,0.43216079473495483,0.36180904507637024,21,0,0,158,0,21,0,0,158,0,1,0,0
ep_00043.pt,808726841,199,179,11.363094329833984,0.0,17.78432361747414,85.44930017749796,1,0.0,0.42211055755615234,0.5778894424438477,79,33,40,0,27,121,0,16,0,42,0,1,1
ep_00044.pt,808727139,199,179,8.359415054321289,0.0,87.46185639757724,90.61762236017657,1,0.0,1.0,0.0,82,0,53,18,26,82,0,47,22,28,0,1,1
ep_00045.pt,808727351,199,179,4.532749176025391,0.1306532621383667,0.3796492348259887,25.136967617479506,0,0.14572864770889282,0.8542713522911072,0.0,114,0,0,13,52,114,0,0,13,52,1,1,0
ep_00046.pt,808727859,199,179,5.4339189529418945,0.2763819098472595,74.3518683612497,75.39538466264425,1,0.2964824140071869,0.7035176157951355,0.0,89,0,42,48,0,88,0,38,53,0,1,0,1
ep_00047.pt,808728121,199,179,1.1441456079483032,0.5326633453369141,70.8002997664373,71.01784812169139,1,0.5979899764060974,0.402010053396225,0.0,90,0,46,31,12,61,0,92,26,0,1,1,1
ep_00048.pt,808728165,199,179,5.421321868896484,0.11557789146900177,85.0518787904516,211.99099915665192,1,0.16080401837825775,0.839195966720581,0.0,17,77,49,4,32,10,111,35,0,23,1,1,1
ep_00049.pt,808728678,199,179,18.271093368530273,0.0,7.063262545250266,8.878166751127715,0,0.0,0.0,1.0,176,0,0,0,3,176,0,0,0,3,0,1,0
ep_00050.pt,808740193,199,179,6.224414348602295,0.15075376629829407,53.49147342841194,62.44953973245046,1,0.17085427045822144,0.8291457295417786,0.0,67,0,30,38,44,64,14,29,28,44,1,1,1
ep_00051.pt,808740400,199,179,3.169506072998047,0.3919597864151001,3.0625885219420175,30.88085618113675,1,0.4070351719856262,0.5929648280143738,0.0,110,0,17,11,41,121,0,0,11,47,1,1,1
ep_00052.pt,808792421,199,179,21.620594024658203,0.0,5.831847739788667,8.13653115066939,0,0.0,0.0,1.0,146,0,0,0,33,146,0,0,0,33,0,1,0
ep_00053.pt,808792633,199,179,20.38249397277832,0.0,4.0499470079807205,24.401807036354356,0,0.0,0.0,1.0,123,0,0,56,0,123,0,0,56,0,0,0,0
ep_00054.pt,808793136,199,179,14.589945793151855,0.0,10.354921951576172,13.186677400328438,0,0.0,0.0,1.0,179,0,0,0,0,179,0,0,0,0,0,0,0
ep_00055.pt,808793143,199,179,4.503478050231934,0.4623115658760071,3.0400625580593155,8.633509375057857,0,0.4874371886253357,0.36180904507637024,0.15075376629829407,89,0,0,80,10,89,0,0,80,10,1,1,0
ep_00056.pt,808793187,199,179,19.826242446899414,0.0,169.7715781608088,191.08792920187994,1,0.0,0.311557799577713,0.6884422302246094,58,0,60,0,61,58,0,50,0,71,0,1,1
ep_00057.pt,808793444,199,179,8.827228546142578,0.0,0.6778416336104054,12.509532446013374,0,0.0,1.0,0.0,179,0,0,0,0,179,0,0,0,0,0,0,0
ep_00058.pt,808794163,190,170,30.18797492980957,0.0,12.699124836994587,14.363710239618396,0,0.0,0.0,1.0,162,0,0,8,0,162,0,0,8,0,0,0,0
ep_00059.pt,808794168,199,179,25.940866470336914,0.0,0.2773466614375378,2.1375896630255307,0,0.0,0.0,1.0,151,0,0,0,28,151,0,0,0,28,0,1,0
ep_00060.pt,808794419,199,179,29.5549259185791,0.0,22.89289530529348,22.89299092794186,0,0.0,0.0,1.0,131,0,0,48,0,131,0,0,48,0,0,0,0
ep_00061.pt,808794420,199,179,10.192119598388672,0.0,108.04235017822788,110.00343409272195,1,0.0,1.0,0.0,37,142,0,0,0,179,0,0,0,0,0,0,1
ep_00062.pt,808804657,199,179,18.59928321838379,0.0,4.659104259297478,14.876876012339793,0,0.0,0.0,1.0,67,0,0,102,10,67,0,0,102,10,0,1,0
ep_00063.pt,808804966,199,179,12.876347541809082,0.0,28.731395649333738,29.020094085171838,0,0.0,0.2964824140071869,0.7035176157951355,106,0,0,39,34,106,0,0,39,34,0,1,0
ep_00064.pt,808805732,199,179,13.203463554382324,0.0,0.6372703099405297,4.420812619534073,0,0.0,0.1658291518688202,0.8341708779335022,138,0,0,0,41,138,0,0,0,41,0,1,0
ep_00065.pt,808805941,199,179,10.494101524353027,0.0,14.916053977418986,31.422777050263903,0,0.0,0.80402010679245,0.19597989320755005,42,0,0,77,60,42,0,0,77,60,0,1,0
ep_00066.pt,808857656,199,179,4.7733964920043945,0.39698493480682373,1.9618079145460825,30.973459885903782,1,0.42211055755615234,0.5778894424438477,0.0,98,0,14,67,0,86,25,15,53,0,1,0,1
ep_00067.pt,808858164,199,179,10.711156845092773,0.0,97.75686392975406,97.78205366741307,1,0.0,0.5125628113746643,0.4874371886253357,25,0,52,74,28,25,0,47,78,29,0,1,1
ep_00068.pt,808859702,199,179,0.9444659948348999,0.2261306494474411,1.1315711001743525,1.3351380581974126,0,0.5326633453369141,0.4673366844654083,0.0,179,0,0,0,0,179,0,0,0,0,1,0,0
ep_00069.pt,808870246,199,179,6.297530651092529,0.0,0.5178103013570067,6.6238081740516455,0,0.0,1.0,0.0,98,0,0,43,38,98,0,0,43,38,0,1,0
ep_00070.pt,808870449,199,179,6.916706562042236,0.0,54.57375788353548,125.4326128617273,1,0.0,1.0,0.0,76,11,50,10,32,76,9,45,13,36,0,1,1
ep_00071.pt,808871270,199,179,2.3637990951538086,0.0,1.9978849737420898,60.71893372130931,1,0.1306532621383667,0.8693467378616333,0.0,91,19,20,6,43,55,52,25,4,43,0,1,1
ep_00072.pt,808923696,199,179,5.073381423950195,0.4522612988948822,3.2961673311781134,6.3653947969933835,0,0.45728641748428345,0.34170854091644287,0.2010050266981125,79,0,0,100,0,79,0,0,100,0,1,0,0
ep_00073.pt,808924001,199,179,8.918411254882812,0.04020100459456444,2.6233800375535177,8.584687182870606,0,0.09045226126909256,0.5577889680862427,0.35175880789756775,17,0,0,54,108,17,0,0,54,108,1,1,0
ep_00074.pt,808924214,199,179,15.350693702697754,0.0,9.828095800514747,12.283412203350931,0,0.0,0.14070351421833038,0.8592965006828308,137,0,0,0,42,137,0,0,0,42,0,1,0
ep_00075.pt,808924469,199,179,7.379633903503418,0.0,52.24348858402389,57.22454064003909,1,0.04522613063454628,0.9547738432884216,0.0,47,0,37,44,51,49,0,36,43,51,0,1,1
ep_00076.pt,808924472,199,179,7.851227760314941,0.04522613063454628,56.69384860190744,81.91116656478297,1,0.055276382714509964,0.8190954923629761,0.12562814354896545,30,0,48,22,79,33,0,37,26,83,1,1,1
ep_00077.pt,808925028,199,179,4.715261936187744,0.0,83.43276878732173,113.54999615887272,1,0.0,1.0,0.0,70,5,60,10,34,70,0,58,11,40,0,1,1
ep_00078.pt,808925286,199,179,32.07502746582031,0.0,0.8059350013048245,1.7338025396727168,0,0.0,0.0,1.0,179,0,0,0,0,179,0,0,0,0,0,0,0
ep_00079.pt,808925495,199,179,6.361769676208496,0.0,170.58232161528932,283.2706211084732,1,0.0,1.0,0.0,13,109,34,23,0,17,106,27,29,0,0,0,1
ep_00080.pt,808925537,199,179,20.08672523498535,0.0,0.11954197085356316,2.2661201628268306,0,0.0,0.0,1.0,179,0,0,0,0,179,0,0,0,0,0,0,0
ep_00081.pt,808936496,199,179,13.40179443359375,0.0,150.02596572316548,156.70534431630438,1,0.0,0.30150753259658813,0.6984924674034119,27,99,0,41,12,62,32,0,73,12,0,1,1
ep_00082.pt,808936550,199,179,3.620513439178467,0.10552763938903809,61.02868280016939,78.69810897542558,1,0.1306532621383667,0.8693467378616333,0.0,49,0,42,41,47,38,0,56,41,44,1,1,1
ep_00083.pt,808937009,199,179,20.985139846801758,0.0,11.460237804580995,11.503459241648835,0,0.0,0.0,1.0,179,0,0,0,0,179,0,0,0,0,0,0,0
ep_00084.pt,808988984,199,179,21.092586517333984,0.0,0.9153273110517488,5.866367515853912,0,0.0,0.0,1.0,157,0,0,22,0,157,0,0,22,0,0,0,0
ep_00085.pt,808989027,199,179,6.993992328643799,0.0,3.1693716994259966,6.439966802351583,0,0.0,1.0,0.0,58,0,0,48,73,58,0,0,48,73,0,1,0
ep_00086.pt,808990009,199,179,5.531183242797852,0.22110553085803986,36.004385983238414,39.233153007686845,0,0.24623115360736847,0.7537688612937927,0.0,62,40,0,0,77,83,0,0,0,96,1,1,1
ep_00087.pt,808990261,199,179,7.836418628692627,0.0,50.86219210741553,69.05452390514955,1,0.0,1.0,0.0,93,47,0,24,15,122,17,0,25,15,0,1,1
ep_00088.pt,808990305,199,179,26.533546447753906,0.0,23.619094678227572,32.987778294788924,0,0.0,0.02010050229728222,0.979899525642395,41,0,0,138,0,41,0,0,138,0,0,0,0
ep_00089.pt,808990309,199,179,18.61214828491211,0.0,6.848876567581906,6.930510988541898,0,0.0,0.0,1.0,84,0,0,62,33,84,0,0,62,33,0,1,0
ep_00090.pt,808990517,199,179,7.532983303070068,0.0,137.05551845158132,166.04312815706058,1,0.0,1.0,0.0,44,112,9,4,10,53,95,0,16,15,0,1,1
ep_00091.pt,809001269,199,179,7.448247909545898,0.0,36.21228328119526,53.72983337006705,1,0.0,1.0,0.0,106,0,42,24,7,132,0,14,26,7,0,1,1
ep_00092.pt,809001527,197,177,16.593677520751953,0.0,1.0056633930143375,3.7964103859898475,0,0.0,0.09137056022882462,0.9086294174194336,120,0,0,0,57,120,0,0,0,57,0,1,0
ep_00093.pt,809001527,199,179,3.813971519470215,0.0,90.31221728162862,100.41283763002687,1,0.0,1.0,0.0,114,56,0,9,0,113,57,0,9,0,0,0,1
ep_00094.pt,809001825,199,179,26.289466857910156,0.0,6.308253434397057,9.370322861962153,0,0.0,0.0,1.0,179,0,0,0,0,179,0,0,0,0,0,0,0
ep_00095.pt,809002595,199,179,5.441910266876221,0.19597989320755005,79.59842353068164,97.35056329678667,1,0.25628140568733215,0.5829145908355713,0.16080401837825775,48,0,43,53,35,13,0,76,55,35,1,1,1
ep_00096.pt,809002597,198,178,3.8248178958892822,0.0,55.16182351069524,76.87843729750746,1,0.0,1.0,0.0,122,0,31,25,0,119,0,34,25,0,0,0,1
ep_00097.pt,809054307,199,179,15.389257431030273,0.0,1.0539118493113075,9.706504772910181,0,0.0,0.0,1.0,152,0,0,27,0,152,0,0,27,0,0,0,0
ep_00098.pt,809054513,199,179,13.228730201721191,0.0,21.611442533972365,24.130320677224688,0,0.0,0.0,1.0,179,0,0,0,0,179,0,0,0,0,0,0,0
ep_00099.pt,809054817,199,179,3.2544901371002197,0.0,171.97057122447274,394.8824144865714,1,0.0,1.0,0.0,13,106,50,0,10,12,107,50,0,10,0,1,1
ep_00100.pt,809055031,199,179,7.787721633911133,0.0,95.52991490181725,103.15136099660847,1,0.0,1.0,0.0,52,0,65,0,62,52,0,63,0,64,0,1,1
ep_00101.pt,809055074,199,179,9.558241844177246,0.0,2.2803542770571372,5.949245031242846,0,0.0,1.0,0.0,103,0,0,32,44,103,0,0,32,44,0,1,0
ep_00102.pt,809055589,199,179,5.37056303024292,0.0,0.9821129007561334,12.431367761151748,1,0.0,1.0,0.0,70,0,0,74,35,70,0,0,74,35,0,1,0
ep_00103.pt,809056310,199,179,5.454753398895264,0.0,2.462611044869757,166.69601227944375,1,0.0,1.0,0.0,22,35,75,9,38,23,33,67,17,39,0,1,1
ep_00104.pt,809066850,199,179,1.8908365964889526,0.37185928225517273,0.17624620134300903,1.4639144448088328,0,0.39698493480682373,0.6030150651931763,0.0,118,0,0,42,19,118,0,0,42,19,1,1,0
ep_00105.pt,809066853,199,179,7.614451885223389,0.0,149.60473429667246,154.3637915442839,1,0.0,1.0,0.0,66,0,68,22,23,61,0,74,26,18,0,1,1
ep_00106.pt,809067313,199,179,7.599287509918213,0.0,2.313617298315099,6.902589175214886,0,0.0,1.0,0.0,179,0,0,0,0,179,0,0,0,0,0,0,0
ep_00107.pt,809067572,199,179,3.0522961616516113,0.0,78.00894971836045,82.0891612945535,1,0.0,1.0,0.0,126,0,53,0,0,123,0,56,0,0,0,0,1
ep_00108.pt,811675745,199,179,5.681088447570801,0.0,168.51164048537322,193.40078151900798,1,0.0,1.0,0.0,0,161,0,18,0,0,155,0,24,0,0,0,1
ep_00109.pt,811677281,199,179,4.5325117111206055,0.1306532621383667,108.00384157168735,122.66499288928146,1,0.17085427045822144,0.8291457295417786,0.0,14,0,71,44,50,1,0,112,36,30,1,1,1
ep_00110.pt,811677282,199,179,11.19245719909668,0.0,41.72916367759796,48.620920172789205,0,0.0,0.4773869216442108,0.5226130485534668,62,43,0,33,41,105,0,0,33,41,0,1,1
ep_00111.pt,811677491,199,179,9.324538230895996,0.0,131.31983977530643,132.64395390818345,1,0.0,0.9396985173225403,0.060301508754491806,90,0,60,0,29,90,0,54,0,35,0,1,1
ep_00112.pt,811677492,199,179,3.279210090637207,0.356783926486969,96.60762996038605,97.8973199398462,1,0.38693466782569885,0.6130653023719788,0.0,81,50,0,48,0,84,47,0,48,0,1,0,1
ep_00113.pt,811688289,199,179,23.260835647583008,0.0,0.3897442544192676,5.450081146319975,0,0.0,0.0,1.0,136,0,0,43,0,136,0,0,43,0,0,0,0
ep_00114.pt,811688755,199,179,2.3283886909484863,0.5678392052650452,5.113721650453527,6.243516901443676,0,0.5879396796226501,0.41206029057502747,0.0,111,0,0,0,68,111,0,0,0,68,1,1,0
ep_00115.pt,811689264,199,179,23.22858428955078,0.0,0.5664139274908174,2.8601007338078195,0,0.0,0.0,1.0,179,0,0,0,0,179,0,0,0,0,0,0,0
ep_00116.pt,811742006,199,179,8.261228561401367,0.0,2.2967603914435077,48.94861898878808,1,0.0,1.0,0.0,136,21,0,0,22,148,9,0,0,22,0,1,1
ep_00117.pt,811742256,199,179,8.174814224243164,0.0,13.376542998876452,38.650742777159856,1,0.06532663106918335,0.7537688612937927,0.18090452253818512,33,0,1,48,97,27,0,29,45,78,0,1,1
ep_00118.pt,811742773,199,179,22.495351791381836,0.0,0.9034018007609065,4.693596714606042,0,0.0,0.0,1.0,179,0,0,0,0,179,0,0,0,0,0,0,0
ep_00119.pt,811743078,199,179,5.26029634475708,0.0,6.742229993881327,10.721170355250594,0,0.055276382714509964,0.9447236061096191,0.0,38,0,0,83,58,38,0,0,83,58,0,1,0
ep_00120.pt,811753826,199,179,5.69254207611084,0.0,89.46497329622356,103.0064926843125,1,0.0,1.0,0.0,40,48,0,14,77,38,50,0,14,77,0,1,1
ep_00121.pt,811754342,199,179,19.872406005859375,0.0,10.904793160897217,35.561680441994866,0,0.0,0.0,1.0,179,0,0,0,0,179,0,0,0,0,0,0,0
ep_00122.pt,811754803,197,177,36.876705169677734,0.0,4.694812488278305,6.614259569591968,0,0.0,0.0,1.0,177,0,0,0,0,177,0,0,0,0,0,0,0
ep_00123.pt,811754851,199,179,18.354074478149414,0.0,0.2143176757766601,3.8469811066046216,0,0.0,0.0,1.0,179,0,0,0,0,179,0,0,0,0,0,0,0
ep_00124.pt,811755060,199,179,9.520277976989746,0.0,1.0299515457029027,15.05739791210323,0,0.0,1.0,0.0,90,0,0,30,59,90,0,0,30,59,0,1,0
ep_00125.pt,811807029,198,178,23.0376033782959,0.0,7.311266714013429,9.116458390891118,0,0.0,0.0,1.0,138,0,0,40,0,138,0,0,40,0,0,0,0
ep_00126.pt,811807029,199,179,35.26007843017578,0.0,1.087857889486271,3.6105745990521405,0,0.0,0.0,1.0,179,0,0,0,0,179,0,0,0,0,0,0,0
ep_00127.pt,811808358,199,179,24.042829513549805,0.0,0.9759110889897619,7.659456097522339,0,0.0,0.0,1.0,179,0,0,0,0,179,0,0,0,0,0,0,0
ep_00128.pt,811819313,199,179,5.406412124633789,0.0,102.89128105339272,188.01654339628695,1,0.0,1.0,0.0,29,34,83,17,16,33,32,76,22,16,0,1,1
ep_00129.pt,811819831,199,179,23.423402786254883,0.0,1.6024306811766915,5.320389514359772,0,0.0,0.0,1.0,179,0,0,0,0,179,0,0,0,0,0,0,0
ep_00130.pt,811820086,199,179,18.904525756835938,0.0,65.33708416634339,66.98907470013769,0,0.0,0.0,1.0,71,0,42,46,20,82,0,0,66,31,0,1,1
ep_00131.pt,811820345,199,179,6.521500110626221,0.0,55.47202338204054,82.68982179054277,1,0.0,1.0,0.0,120,55,0,4,0,127,48,0,4,0,0,0,1
ep_00132.pt,811872304,199,179,10.095428466796875,0.0,10.57385683523176,143.8762273190261,1,0.0,0.6984924674034119,0.30150753259658813,0,43,44,37,55,0,38,31,53,57,0,1,1
ep_00133.pt,811872357,198,178,2.3078246116638184,0.36868685483932495,3.6811441135567122,33.86164635757869,1,0.4040403962135315,0.5959596037864685,0.0,101,0,21,10,46,89,32,22,8,27,1,1,1
ep_00134.pt,811872562,199,179,8.664571762084961,0.0,89.77036471439317,93.91648078588767,1,0.0,1.0,0.0,38,63,0,17,61,39,52,0,27,61,0,1,1
ep_00135.pt,811873080,199,179,10.717926025390625,0.0,7.914836870589116,22.442553612557855,0,0.0,1.0,0.0,108,0,0,17,54,108,0,0,17,54,0,1,0
ep_00136.pt,811873328,199,179,4.94059419631958,0.0,76.63902550672017,92.44318166115924,1,0.0,1.0,0.0,41,51,0,11,76,39,53,0,11,76,0,1,1
ep_00137.pt,811873333,199,179,18.785104751586914,0.0,19.217570512909617,21.732746693631793,0,0.0,0.0,1.0,125,0,0,0,54,125,0,0,0,54,0,1,0
ep_00138.pt,811873592,199,179,10.322875022888184,0.0,1.5605889423211934,10.207417186260576,0,0.0,1.0,0.0,179,0,0,0,0,179,0,0,0,0,0,0,0
ep_00139.pt,811874405,199,179,13.311275482177734,0.0,34.99600417493441,41.340730819499335,0,0.0,0.3316583037376404,0.6683416962623596,85,0,12,82,0,92,0,0,87,0,0,0,1
ep_00140.pt,811874608,199,179,18.450904846191406,0.0,12.237909483100307,14.164241395097342,0,0.0,0.0,1.0,179,0,0,0,0,179,0,0,0,0,0,0,0
ep_00141.pt,811874609,199,179,5.382082462310791,0.0,147.0324304137323,208.75570247135698,1,0.0,1.0,0.0,10,72,23,35,39,9,74,13,35,48,0,1,1
ep_00142.pt,811885104,199,179,11.800660133361816,0.0,2.150785588501995,44.296399560173974,1,0.0,0.35175880789756775,0.6482412219047546,81,3,20,66,9,83,0,0,87,9,0,1,1
ep_00143.pt,811885108,199,179,15.90861988067627,0.0,1.2376712587413305,30.368537351872433,0,0.0,0.23115578293800354,0.7688442468643188,52,0,0,53,74,52,0,0,53,74,0,1,0
ep_00144.pt,811885112,199,179,12.11252212524414,0.0,35.1294114298031,46.19407199841364,0,0.0,0.4170854389667511,0.5829145908355713,179,0,0,0,0,179,0,0,0,0,0,0,0
ep_00145.pt,811885158,199,179,13.757115364074707,0.0,113.20157454893203,116.46721093452018,0,0.0,0.0,1.0,73,106,0,0,0,179,0,0,0,0,0,0,1
ep_00146.pt,811885616,199,179,0.9913021922111511,0.3819095492362976,0.0605837779380131,0.6709158217920125,0,0.4623115658760071,0.5376884341239929,0.0,179,0,0,0,0,179,0,0,0,0,1,0,0
ep_00147.pt,811885925,199,179,19.311885833740234,0.0,24.06072104958226,82.75406654987592,0,0.0,0.0,1.0,56,28,55,40,0,121,0,0,55,3,0,0,1
ep_00148.pt,811937846,199,179,4.4725823402404785,0.4271356761455536,1.772447749996649,10.748231564742186,0,0.44723618030548096,0.4522612988948822,0.10050251334905624,77,0,0,0,102,77,0,0,0,102,1,1,0
