[s1] join   /home/nvidia/percprobe/raw/b1train_agents.jsonl.xz
[s1] md5    1c985e6d6ad34e605c4ebd30cb353558  (0.8 s)
[s1] spec   {'n_az': 20, 'n_rng': 24, 'r_max_m': 60.0, 'hfov_deg': 120.0, 'r_min_m': 0.0, 'sub_r': 2, 'sub_az': 3, 'shape': [24, 20], 'dr_m': 2.5, 'daz_deg': 6.0, 'n_cells': 480}
[s1] 194000 frames  115s  shadow 0.1813  pos_sup 0.03210
[s1] 194500 frames  115s  shadow 0.1815  pos_sup 0.03214
[s1] 195000 frames  115s  shadow 0.1813  pos_sup 0.03210
[s1] 195500 frames  115s  shadow 0.1813  pos_sup 0.03208
[s1] 196000 frames  116s  shadow 0.1816  pos_sup 0.03212
[s1] 196500 frames  116s  shadow 0.1816  pos_sup 0.03213
[s1] 197000 frames  116s  shadow 0.1817  pos_sup 0.03213
[s1] 197500 frames  116s  shadow 0.1814  pos_sup 0.03208
[s1] 198000 frames  117s  shadow 0.1814  pos_sup 0.03207
[s1] 198500 frames  117s  shadow 0.1810  pos_sup 0.03199
[s1] 199000 frames  117s  shadow 0.1810  pos_sup 0.03200
[s1] 199500 frames  117s  shadow 0.1810  pos_sup 0.03200
[s1] 200000 frames  118s  shadow 0.1808  pos_sup 0.03197
[s1] 200500 frames  118s  shadow 0.1809  pos_sup 0.03200
[s1] 201000 frames  118s  shadow 0.1811  pos_sup 0.03205
[s1] 201500 frames  118s  shadow 0.1817  pos_sup 0.03209
[s1] 202000 frames  118s  shadow 0.1816  pos_sup 0.03206
[s1] 202500 frames  119s  shadow 0.1816  pos_sup 0.03206
[s1] 203000 frames  119s  shadow 0.1815  pos_sup 0.03205
[s1] 203500 frames  119s  shadow 0.1818  pos_sup 0.03212
[s1] 204000 frames  120s  shadow 0.1820  pos_sup 0.03216
[s1] 204500 frames  120s  shadow 0.1821  pos_sup 0.03217
[s1] 205000 frames  120s  shadow 0.1820  pos_sup 0.03215
[s1] 205500 frames  121s  shadow 0.1819  pos_sup 0.03211
[s1] 206000 frames  121s  shadow 0.1819  pos_sup 0.03211
[s1] 206500 frames  121s  shadow 0.1820  pos_sup 0.03215
[s1] 207000 frames  121s  shadow 0.1816  pos_sup 0.03208
[s1] 207500 frames  122s  shadow 0.1818  pos_sup 0.03212
[s1] 208000 frames  122s  shadow 0.1817  pos_sup 0.03209
[s1] 208500 frames  122s  shadow 0.1813  pos_sup 0.03202
[s1] 209000 frames  122s  shadow 0.1810  pos_sup 0.03194
[s1] 209500 frames  123s  shadow 0.1813  pos_sup 0.03201
[s1] 210000 frames  123s  shadow 0.1813  pos_sup 0.03202
[s1] 210500 frames  123s  shadow 0.1812  pos_sup 0.03200
[s1] 211000 frames  123s  shadow 0.1814  pos_sup 0.03205
[s1] 211500 frames  124s  shadow 0.1812  pos_sup 0.03200
[s1] 212000 frames  124s  shadow 0.1809  pos_sup 0.03194
[s1] 212500 frames  124s  shadow 0.1811  pos_sup 0.03199
[s1] 213000 frames  124s  shadow 0.1813  pos_sup 0.03202
[s1] 213500 frames  125s  shadow 0.1818  pos_sup 0.03215
[s1] 214000 frames  125s  shadow 0.1820  pos_sup 0.03218
[s1] 214500 frames  126s  shadow 0.1819  pos_sup 0.03216
[s1] 215000 frames  126s  shadow 0.1817  pos_sup 0.03213
[s1] 215500 frames  126s  shadow 0.1818  pos_sup 0.03213
[s1] 216000 frames  126s  shadow 0.1818  pos_sup 0.03215
[s1] 216500 frames  127s  shadow 0.1817  pos_sup 0.03212
[s1] 217000 frames  127s  shadow 0.1814  pos_sup 0.03207
[s1] 217500 frames  127s  shadow 0.1812  pos_sup 0.03203
[s1] 218000 frames  127s  shadow 0.1810  pos_sup 0.03201
[s1] 218500 frames  127s  shadow 0.1809  pos_sup 0.03197
[s1] 219000 frames  128s  shadow 0.1810  pos_sup 0.03199
[s1] 219500 frames  128s  shadow 0.1814  pos_sup 0.03207
[s1] 220000 frames  129s  shadow 0.1814  pos_sup 0.03209
[s1] 220500 frames  129s  shadow 0.1813  pos_sup 0.03207
[s1] 221000 frames  129s  shadow 0.1812  pos_sup 0.03203
[s1] 221500 frames  129s  shadow 0.1810  pos_sup 0.03198
[s1] 222000 frames  129s  shadow 0.1806  pos_sup 0.03192
[s1] 222500 frames  129s  shadow 0.1804  pos_sup 0.03186
[s1] 223000 frames  130s  shadow 0.1801  pos_sup 0.03181
[s1] 223500 frames  130s  shadow 0.1802  pos_sup 0.03185
[s1] 224000 frames  130s  shadow 0.1803  pos_sup 0.03187
[s1] 224500 frames  130s  shadow 0.1802  pos_sup 0.03186
[s1] 225000 frames  131s  shadow 0.1802  pos_sup 0.03186
[s1] 225500 frames  131s  shadow 0.1800  pos_sup 0.03183
[s1] 226000 frames  131s  shadow 0.1798  pos_sup 0.03178
[s1] 226500 frames  131s  shadow 0.1797  pos_sup 0.03177
[s1] 227000 frames  131s  shadow 0.1794  pos_sup 0.03173
[s1] 227500 frames  132s  shadow 0.1794  pos_sup 0.03170
[s1] 228000 frames  132s  shadow 0.1793  pos_sup 0.03170
[s1] 228500 frames  132s  shadow 0.1795  pos_sup 0.03173
[s1] 229000 frames  132s  shadow 0.1796  pos_sup 0.03174
[s1] 229500 frames  133s  shadow 0.1793  pos_sup 0.03168
[s1] 230000 frames  133s  shadow 0.1791  pos_sup 0.03162
[s1] 230500 frames  133s  shadow 0.1787  pos_sup 0.03156
[s1] 231000 frames  133s  shadow 0.1791  pos_sup 0.03162
[s1] 231500 frames  133s  shadow 0.1791  pos_sup 0.03164
[s1] 232000 frames  134s  shadow 0.1791  pos_sup 0.03164
[s1] 232500 frames  134s  shadow 0.1790  pos_sup 0.03163
[s1] 233000 frames  134s  shadow 0.1792  pos_sup 0.03166
[s1] 233500 frames  135s  shadow 0.1791  pos_sup 0.03166
[s1] 234000 frames  135s  shadow 0.1797  pos_sup 0.03180
[s1] 234500 frames  135s  shadow 0.1798  pos_sup 0.03183
[s1] 235000 frames  136s  shadow 0.1799  pos_sup 0.03188
[s1] 235500 frames  136s  shadow 0.1799  pos_sup 0.03188
[s1] 236000 frames  136s  shadow 0.1797  pos_sup 0.03183
[s1] 236500 frames  136s  shadow 0.1800  pos_sup 0.03189
[s1] 237000 frames  137s  shadow 0.1799  pos_sup 0.03187
[s1] 237500 frames  137s  shadow 0.1797  pos_sup 0.03183
[s1] 238000 frames  137s  shadow 0.1798  pos_sup 0.03181
[s1] 238500 frames  137s  shadow 0.1797  pos_sup 0.03177
[s1] 239000 frames  137s  shadow 0.1795  pos_sup 0.03174
[s1] 239500 frames  137s  shadow 0.1792  pos_sup 0.03169
[s1] 240000 frames  137s  shadow 0.1791  pos_sup 0.03167
[s1] 240500 frames  137s  shadow 0.1788  pos_sup 0.03162
[s1] 241000 frames  138s  shadow 0.1787  pos_sup 0.03158
[s1] 241500 frames  138s  shadow 0.1785  pos_sup 0.03154
[s1] 242000 frames  138s  shadow 0.1783  pos_sup 0.03150
[s1] 242500 frames  138s  shadow 0.1783  pos_sup 0.03149
[s1] 243000 frames  138s  shadow 0.1782  pos_sup 0.03146
[s1] 243500 frames  139s  shadow 0.1784  pos_sup 0.03150
[s1] 244000 frames  139s  shadow 0.1784  pos_sup 0.03151
[s1] 244500 frames  139s  shadow 0.1783  pos_sup 0.03149
[s1] 245000 frames  140s  shadow 0.1783  pos_sup 0.03148
[s1] 245500 frames  140s  shadow 0.1785  pos_sup 0.03151
[s1] 246000 frames  140s  shadow 0.1787  pos_sup 0.03155
[s1] 246500 frames  141s  shadow 0.1787  pos_sup 0.03155
[s1] 247000 frames  141s  shadow 0.1787  pos_sup 0.03158
[s1] 247500 frames  141s  shadow 0.1786  pos_sup 0.03155
[s1] 248000 frames  141s  shadow 0.1785  pos_sup 0.03154
[s1] 248500 frames  142s  shadow 0.1786  pos_sup 0.03156
[s1] 249000 frames  142s  shadow 0.1787  pos_sup 0.03156
[s1] 249500 frames  142s  shadow 0.1785  pos_sup 0.03152
[s1] 250000 frames  142s  shadow 0.1786  pos_sup 0.03154
[s1] 250500 frames  143s  shadow 0.1788  pos_sup 0.03156
[s1] 251000 frames  143s  shadow 0.1789  pos_sup 0.03159
[s1] 251500 frames  143s  shadow 0.1792  pos_sup 0.03166
[s1] 252000 frames  144s  shadow 0.1790  pos_sup 0.03163
[s1] 252500 frames  144s  shadow 0.1789  pos_sup 0.03163
[s1] 253000 frames  144s  shadow 0.1788  pos_sup 0.03163
[s1] 253500 frames  145s  shadow 0.1789  pos_sup 0.03167
[s1] 254000 frames  145s  shadow 0.1792  pos_sup 0.03174
[s1] 254500 frames  146s  shadow 0.1791  pos_sup 0.03172
[s1] 255000 frames  146s  shadow 0.1788  pos_sup 0.03166
[s1] 255500 frames  146s  shadow 0.1786  pos_sup 0.03161
[s1] 256000 frames  146s  shadow 0.1785  pos_sup 0.03159
[s1] 256500 frames  146s  shadow 0.1785  pos_sup 0.03160
[s1] 257000 frames  147s  shadow 0.1787  pos_sup 0.03166
[s1] 257500 frames  147s  shadow 0.1787  pos_sup 0.03165
[s1] 258000 frames  147s  shadow 0.1788  pos_sup 0.03166
[s1] 258500 frames  148s  shadow 0.1788  pos_sup 0.03168
[s1] 259000 frames  148s  shadow 0.1788  pos_sup 0.03169
[s1] 259500 frames  148s  shadow 0.1789  pos_sup 0.03170
[s1] 260000 frames  149s  shadow 0.1792  pos_sup 0.03176
[s1] 260500 frames  149s  shadow 0.1793  pos_sup 0.03178
[s1] 261000 frames  150s  shadow 0.1797  pos_sup 0.03185
[s1] 261500 frames  150s  shadow 0.1799  pos_sup 0.03188
[s1] 262000 frames  150s  shadow 0.1797  pos_sup 0.03184
[s1] 262500 frames  151s  shadow 0.1798  pos_sup 0.03185
[s1] 263000 frames  151s  shadow 0.1798  pos_sup 0.03185
[s1] 263500 frames  151s  shadow 0.1798  pos_sup 0.03184
[s1] 264000 frames  152s  shadow 0.1798  pos_sup 0.03181
[s1] 264500 frames  152s  shadow 0.1800  pos_sup 0.03187
[s1] 265000 frames  152s  shadow 0.1801  pos_sup 0.03189
[s1] 265500 frames  153s  shadow 0.1804  pos_sup 0.03197
[s1] 266000 frames  153s  shadow 0.1802  pos_sup 0.03193
[s1] 266500 frames  153s  shadow 0.1801  pos_sup 0.03190
[s1] 267000 frames  153s  shadow 0.1799  pos_sup 0.03187
[s1] 267500 frames  153s  shadow 0.1798  pos_sup 0.03187
[s1] 268000 frames  154s  shadow 0.1796  pos_sup 0.03182
[s1] 268500 frames  154s  shadow 0.1795  pos_sup 0.03178
[s1] 269000 frames  154s  shadow 0.1793  pos_sup 0.03173
[s1] 269500 frames  154s  shadow 0.1795  pos_sup 0.03178
[s1] 270000 frames  154s  shadow 0.1793  pos_sup 0.03176
[s1] 270500 frames  155s  shadow 0.1794  pos_sup 0.03178
[s1] 271000 frames  155s  shadow 0.1795  pos_sup 0.03180
[s1] 271500 frames  156s  shadow 0.1798  pos_sup 0.03185
[s1] 272000 frames  156s  shadow 0.1797  pos_sup 0.03185
[s1] 272500 frames  156s  shadow 0.1797  pos_sup 0.03186
[s1] 273000 frames  157s  shadow 0.1797  pos_sup 0.03186
[s1] 273500 frames  157s  shadow 0.1799  pos_sup 0.03187
[s1] 274000 frames  157s  shadow 0.1798  pos_sup 0.03186
[s1] 274500 frames  158s  shadow 0.1799  pos_sup 0.03188
[s1] 275000 frames  158s  shadow 0.1798  pos_sup 0.03185
[s1] 275500 frames  158s  shadow 0.1797  pos_sup 0.03185
[s1] 276000 frames  158s  shadow 0.1795  pos_sup 0.03182
[s1] 276500 frames  159s  shadow 0.1794  pos_sup 0.03179
[s1] 277000 frames  159s  shadow 0.1795  pos_sup 0.03181
[s1] 277500 frames  159s  shadow 0.1797  pos_sup 0.03184
[s1] 278000 frames  160s  shadow 0.1798  pos_sup 0.03188
[s1] 278500 frames  160s  shadow 0.1800  pos_sup 0.03193
[s1] 279000 frames  160s  shadow 0.1801  pos_sup 0.03197
[s1] 279500 frames  161s  shadow 0.1799  pos_sup 0.03193
[s1] 280000 frames  161s  shadow 0.1799  pos_sup 0.03192
[s1] 280500 frames  161s  shadow 0.1798  pos_sup 0.03192
[s1] 281000 frames  161s  shadow 0.1799  pos_sup 0.03190
[s1] 281500 frames  162s  shadow 0.1798  pos_sup 0.03187
[s1] 282000 frames  162s  shadow 0.1795  pos_sup 0.03181
[s1] 282500 frames  162s  shadow 0.1794  pos_sup 0.03180
[s1] 283000 frames  162s  shadow 0.1795  pos_sup 0.03181
[s1] 283500 frames  162s  shadow 0.1796  pos_sup 0.03183
[s1] 284000 frames  163s  shadow 0.1797  pos_sup 0.03185
[s1] 284500 frames  163s  shadow 0.1796  pos_sup 0.03182
[s1] 285000 frames  163s  shadow 0.1798  pos_sup 0.03184
[s1] 285500 frames  163s  shadow 0.1796  pos_sup 0.03179
[s1] 286000 frames  164s  shadow 0.1794  pos_sup 0.03176
[s1] 286500 frames  164s  shadow 0.1797  pos_sup 0.03182
[s1] 287000 frames  164s  shadow 0.1800  pos_sup 0.03187
[s1] 287500 frames  165s  shadow 0.1802  pos_sup 0.03188
[s1] 288000 frames  165s  shadow 0.1802  pos_sup 0.03191
[s1] 288500 frames  165s  shadow 0.1801  pos_sup 0.03189
[s1] 289000 frames  166s  shadow 0.1801  pos_sup 0.03187
[s1] 289500 frames  166s  shadow 0.1802  pos_sup 0.03190
[s1] 290000 frames  166s  shadow 0.1800  pos_sup 0.03186
[s1] 290500 frames  166s  shadow 0.1797  pos_sup 0.03179
[s1] 291000 frames  166s  shadow 0.1797  pos_sup 0.03178
[s1] 291500 frames  167s  shadow 0.1797  pos_sup 0.03177
[s1] 292000 frames  167s  shadow 0.1798  pos_sup 0.03179
[s1] 292500 frames  167s  shadow 0.1797  pos_sup 0.03175
[s1] 293000 frames  167s  shadow 0.1797  pos_sup 0.03176
[s1] 293500 frames  168s  shadow 0.1799  pos_sup 0.03178
[s1] 294000 frames  168s  shadow 0.1800  pos_sup 0.03180
[s1] 294500 frames  169s  shadow 0.1801  pos_sup 0.03183
[s1] 295000 frames  169s  shadow 0.1803  pos_sup 0.03187
[s1] 295500 frames  169s  shadow 0.1806  pos_sup 0.03189
[s1] 296000 frames  170s  shadow 0.1806  pos_sup 0.03189
[s1] 296500 frames  170s  shadow 0.1806  pos_sup 0.03190
[s1] 297000 frames  171s  shadow 0.1810  pos_sup 0.03198
[s1] 297500 frames  171s  shadow 0.1813  pos_sup 0.03205
[s1] 298000 frames  171s  shadow 0.1813  pos_sup 0.03207
[s1] 298500 frames  172s  shadow 0.1814  pos_sup 0.03209
[s1] 299000 frames  172s  shadow 0.1815  pos_sup 0.03209
[s1] 299500 frames  173s  shadow 0.1818  pos_sup 0.03217
[s1] 300000 frames  173s  shadow 0.1816  pos_sup 0.03216
[s1] 300500 frames  173s  shadow 0.1815  pos_sup 0.03214
[s1] 301000 frames  173s  shadow 0.1815  pos_sup 0.03213
[s1] 301500 frames  174s  shadow 0.1814  pos_sup 0.03213
[s1] 302000 frames  174s  shadow 0.1816  pos_sup 0.03219
[s1] 302500 frames  175s  shadow 0.1817  pos_sup 0.03219
[s1] 303000 frames  175s  shadow 0.1819  pos_sup 0.03224
[s1] 303500 frames  175s  shadow 0.1823  pos_sup 0.03228
[s1] 304000 frames  176s  shadow 0.1821  pos_sup 0.03225
[s1] 304500 frames  176s  shadow 0.1819  pos_sup 0.03223
[s1] 305000 frames  176s  shadow 0.1820  pos_sup 0.03223
[s1] 305500 frames  176s  shadow 0.1819  pos_sup 0.03224
[s1] 306000 frames  177s  shadow 0.1820  pos_sup 0.03224
[s1] 306500 frames  177s  shadow 0.1820  pos_sup 0.03225
[s1] 307000 frames  177s  shadow 0.1818  pos_sup 0.03222
[s1] 307500 frames  177s  shadow 0.1816  pos_sup 0.03218
[s1] 308000 frames  177s  shadow 0.1819  pos_sup 0.03221
[s1] 308500 frames  178s  shadow 0.1818  pos_sup 0.03222
[s1] 309000 frames  178s  shadow 0.1819  pos_sup 0.03224
[s1] 309500 frames  178s  shadow 0.1819  pos_sup 0.03225
[s1] 310000 frames  178s  shadow 0.1817  pos_sup 0.03222
[s1] 310500 frames  178s  shadow 0.1816  pos_sup 0.03219
[s1] 311000 frames  179s  shadow 0.1816  pos_sup 0.03219
[s1] 311500 frames  179s  shadow 0.1818  pos_sup 0.03224
[s1] 312000 frames  179s  shadow 0.1819  pos_sup 0.03225
[s1] 312500 frames  180s  shadow 0.1821  pos_sup 0.03228
[s1] 313000 frames  181s  shadow 0.1824  pos_sup 0.03234
[s1] 313500 frames  182s  shadow 0.1824  pos_sup 0.03235
[s1] 314000 frames  182s  shadow 0.1824  pos_sup 0.03235
[s1] 314500 frames  182s  shadow 0.1824  pos_sup 0.03234
[s1] 315000 frames  182s  shadow 0.1825  pos_sup 0.03233
[s1] 315500 frames  182s  shadow 0.1824  pos_sup 0.03231
[s1] 316000 frames  183s  shadow 0.1823  pos_sup 0.03230
[s1] 316500 frames  183s  shadow 0.1822  pos_sup 0.03226
[s1] 317000 frames  183s  shadow 0.1823  pos_sup 0.03227
[s1] 317500 frames  183s  shadow 0.1824  pos_sup 0.03231
[s1] 318000 frames  183s  shadow 0.1822  pos_sup 0.03227
[s1] 318500 frames  184s  shadow 0.1821  pos_sup 0.03226
[s1] 319000 frames  184s  shadow 0.1822  pos_sup 0.03227
[s1] 319500 frames  184s  shadow 0.1821  pos_sup 0.03225
[s1] 320000 frames  184s  shadow 0.1820  pos_sup 0.03223
[s1] 320500 frames  185s  shadow 0.1820  pos_sup 0.03222
[s1] 321000 frames  185s  shadow 0.1820  pos_sup 0.03224
[s1] 321500 frames  186s  shadow 0.1821  pos_sup 0.03225
[s1] 322000 frames  186s  shadow 0.1821  pos_sup 0.03224
[s1] 322500 frames  186s  shadow 0.1821  pos_sup 0.03226
[s1] 323000 frames  187s  shadow 0.1822  pos_sup 0.03227
[s1] 323500 frames  187s  shadow 0.1823  pos_sup 0.03229
[s1] 324000 frames  187s  shadow 0.1824  pos_sup 0.03230
[s1] 324500 frames  188s  shadow 0.1823  pos_sup 0.03231
[s1] 325000 frames  188s  shadow 0.1824  pos_sup 0.03230
[s1] 325500 frames  188s  shadow 0.1822  pos_sup 0.03228
[s1] 326000 frames  188s  shadow 0.1822  pos_sup 0.03227
[s1] 326500 frames  189s  shadow 0.1824  pos_sup 0.03230
[s1] 327000 frames  189s  shadow 0.1824  pos_sup 0.03230
[s1] 327500 frames  190s  shadow 0.1825  pos_sup 0.03232
[s1] 328000 frames  190s  shadow 0.1826  pos_sup 0.03234
[s1] 328500 frames  190s  shadow 0.1826  pos_sup 0.03233
[s1] 329000 frames  191s  shadow 0.1825  pos_sup 0.03230
[s1] 329500 frames  191s  shadow 0.1823  pos_sup 0.03227
[s1] 330000 frames  191s  shadow 0.1823  pos_sup 0.03225
[s1] 330500 frames  191s  shadow 0.1821  pos_sup 0.03223
[s1] 331000 frames  191s  shadow 0.1822  pos_sup 0.03225
[s1] 331500 frames  192s  shadow 0.1825  pos_sup 0.03233
[s1] 332000 frames  192s  shadow 0.1824  pos_sup 0.03231
[s1] 332500 frames  192s  shadow 0.1823  pos_sup 0.03228
[s1] 333000 frames  193s  shadow 0.1823  pos_sup 0.03229
[s1] 333500 frames  193s  shadow 0.1821  pos_sup 0.03226
[s1] 334000 frames  193s  shadow 0.1819  pos_sup 0.03220
[s1] 334500 frames  193s  shadow 0.1819  pos_sup 0.03221
[s1] 335000 frames  193s  shadow 0.1818  pos_sup 0.03219
[s1] 335500 frames  194s  shadow 0.1819  pos_sup 0.03222
[s1] 336000 frames  194s  shadow 0.1819  pos_sup 0.03221
[s1] 336500 frames  194s  shadow 0.1818  pos_sup 0.03218
[s1] 337000 frames  195s  shadow 0.1821  pos_sup 0.03222
[s1] 337500 frames  195s  shadow 0.1820  pos_sup 0.03221
[s1] 338000 frames  195s  shadow 0.1818  pos_sup 0.03217
[s1] 338500 frames  195s  shadow 0.1817  pos_sup 0.03215
[s1] 339000 frames  195s  shadow 0.1817  pos_sup 0.03217
[s1] 339500 frames  196s  shadow 0.1815  pos_sup 0.03212
[s1] 340000 frames  196s  shadow 0.1815  pos_sup 0.03213
[s1] 340500 frames  196s  shadow 0.1815  pos_sup 0.03214
[s1] 341000 frames  196s  shadow 0.1813  pos_sup 0.03209
[s1] 341500 frames  197s  shadow 0.1814  pos_sup 0.03210
[s1] 342000 frames  197s  shadow 0.1815  pos_sup 0.03212
[s1] 342500 frames  197s  shadow 0.1815  pos_sup 0.03212
[s1] 343000 frames  197s  shadow 0.1816  pos_sup 0.03213
[s1] 343500 frames  198s  shadow 0.1813  pos_sup 0.03208
[s1] 344000 frames  198s  shadow 0.1815  pos_sup 0.03211
[s1] 344500 frames  198s  shadow 0.1815  pos_sup 0.03210
[s1] 345000 frames  198s  shadow 0.1813  pos_sup 0.03206
[s1] 345500 frames  198s  shadow 0.1812  pos_sup 0.03207
[s1] 346000 frames  199s  shadow 0.1815  pos_sup 0.03212
[s1] 346500 frames  199s  shadow 0.1814  pos_sup 0.03210
[s1] 347000 frames  199s  shadow 0.1816  pos_sup 0.03212
[s1] 347500 frames  200s  shadow 0.1816  pos_sup 0.03211
[s1] 348000 frames  200s  shadow 0.1816  pos_sup 0.03212
[s1] 348500 frames  201s  shadow 0.1817  pos_sup 0.03214
[s1] 349000 frames  201s  shadow 0.1816  pos_sup 0.03212
[s1] 349500 frames  201s  shadow 0.1817  pos_sup 0.03213
[s1] 350000 frames  202s  shadow 0.1816  pos_sup 0.03213
[s1] 350500 frames  202s  shadow 0.1815  pos_sup 0.03209
[s1] 351000 frames  202s  shadow 0.1814  pos_sup 0.03208
[s1] 351500 frames  202s  shadow 0.1815  pos_sup 0.03209
[s1] 352000 frames  203s  shadow 0.1815  pos_sup 0.03210
[s1] 352500 frames  203s  shadow 0.1817  pos_sup 0.03212
[s1] 353000 frames  203s  shadow 0.1817  pos_sup 0.03212
[s1] 353500 frames  203s  shadow 0.1814  pos_sup 0.03208
[s1] 354000 frames  204s  shadow 0.1817  pos_sup 0.03212
[s1] 354500 frames  204s  shadow 0.1817  pos_sup 0.03213
[s1] 355000 frames  204s  shadow 0.1816  pos_sup 0.03211
[s1] 355500 frames  205s  shadow 0.1817  pos_sup 0.03212
[s1] 356000 frames  205s  shadow 0.1817  pos_sup 0.03214
[s1] 356500 frames  205s  shadow 0.1815  pos_sup 0.03211
[s1] 357000 frames  206s  shadow 0.1816  pos_sup 0.03213
[s1] 357500 frames  206s  shadow 0.1816  pos_sup 0.03212
[s1] 358000 frames  206s  shadow 0.1816  pos_sup 0.03213
[s1] 358500 frames  206s  shadow 0.1816  pos_sup 0.03213
[s1] 359000 frames  207s  shadow 0.1817  pos_sup 0.03215
[s1] 359500 frames  207s  shadow 0.1817  pos_sup 0.03215
[s1] 360000 frames  207s  shadow 0.1816  pos_sup 0.03213
[s1] 360500 frames  208s  shadow 0.1819  pos_sup 0.03218
[s1] 361000 frames  208s  shadow 0.1821  pos_sup 0.03223
[s1] 361500 frames  209s  shadow 0.1820  pos_sup 0.03220
[s1] 362000 frames  209s  shadow 0.1820  pos_sup 0.03220
[s1] 362500 frames  209s  shadow 0.1819  pos_sup 0.03217
[s1] 363000 frames  209s  shadow 0.1818  pos_sup 0.03215
[s1] 363500 frames  209s  shadow 0.1821  pos_sup 0.03221
[s1] 364000 frames  210s  shadow 0.1821  pos_sup 0.03222
[s1] 364500 frames  210s  shadow 0.1823  pos_sup 0.03224
[s1] 365000 frames  210s  shadow 0.1824  pos_sup 0.03225
[s1] 365500 frames  211s  shadow 0.1826  pos_sup 0.03229
[s1] 366000 frames  212s  shadow 0.1828  pos_sup 0.03233
[s1] 366500 frames  212s  shadow 0.1828  pos_sup 0.03234
[s1] 367000 frames  212s  shadow 0.1829  pos_sup 0.03238
[s1] 367500 frames  213s  shadow 0.1830  pos_sup 0.03240
[s1] 368000 frames  213s  shadow 0.1832  pos_sup 0.03242
[s1] 368500 frames  213s  shadow 0.1832  pos_sup 0.03241
[s1] 369000 frames  214s  shadow 0.1835  pos_sup 0.03246
[s1] 369500 frames  214s  shadow 0.1835  pos_sup 0.03246
[s1] 370000 frames  215s  shadow 0.1837  pos_sup 0.03251
[s1] 370500 frames  215s  shadow 0.1836  pos_sup 0.03249
[s1] 371000 frames  215s  shadow 0.1835  pos_sup 0.03247
[s1] 371500 frames  216s  shadow 0.1836  pos_sup 0.03249
[s1] 372000 frames  216s  shadow 0.1835  pos_sup 0.03248
[s1] 372500 frames  217s  shadow 0.1835  pos_sup 0.03247
[s1] 373000 frames  217s  shadow 0.1834  pos_sup 0.03244
[s1] 373500 frames  217s  shadow 0.1834  pos_sup 0.03244
[s1] 374000 frames  218s  shadow 0.1837  pos_sup 0.03249
[s1] 374500 frames  218s  shadow 0.1839  pos_sup 0.03252
[s1] 375000 frames  219s  shadow 0.1839  pos_sup 0.03253
[s1] 375500 frames  219s  shadow 0.1837  pos_sup 0.03249
[s1] 376000 frames  219s  shadow 0.1837  pos_sup 0.03249
[s1] 376500 frames  219s  shadow 0.1837  pos_sup 0.03249
[s1] 377000 frames  220s  shadow 0.1837  pos_sup 0.03248
[s1] 377500 frames  220s  shadow 0.1836  pos_sup 0.03247
[s1] 378000 frames  220s  shadow 0.1836  pos_sup 0.03247
[s1] 378500 frames  221s  shadow 0.1837  pos_sup 0.03246
[s1] 379000 frames  221s  shadow 0.1835  pos_sup 0.03243
[s1] 379500 frames  221s  shadow 0.1836  pos_sup 0.03248
[s1] 380000 frames  222s  shadow 0.1836  pos_sup 0.03247
[s1] 380500 frames  222s  shadow 0.1836  pos_sup 0.03247
[s1] 381000 frames  222s  shadow 0.1835  pos_sup 0.03245
[s1] 381500 frames  222s  shadow 0.1834  pos_sup 0.03244
[s1] 382000 frames  222s  shadow 0.1833  pos_sup 0.03241
[s1] 382500 frames  223s  shadow 0.1831  pos_sup 0.03238
[s1] 383000 frames  223s  shadow 0.1831  pos_sup 0.03237
[s1] 383500 frames  223s  shadow 0.1830  pos_sup 0.03234
[s1] 384000 frames  223s  shadow 0.1830  pos_sup 0.03234
[s1] 384500 frames  224s  shadow 0.1832  pos_sup 0.03237
[s1] 385000 frames  224s  shadow 0.1832  pos_sup 0.03239
[s1] 385500 frames  225s  shadow 0.1837  pos_sup 0.03251
[s1] 386000 frames  225s  shadow 0.1838  pos_sup 0.03253
[s1] 386500 frames  225s  shadow 0.1838  pos_sup 0.03252
[s1] 387000 frames  226s  shadow 0.1838  pos_sup 0.03253
[s1] 387500 frames  226s  shadow 0.1837  pos_sup 0.03251
[s1] 388000 frames  226s  shadow 0.1837  pos_sup 0.03252
[s1] 388500 frames  226s  shadow 0.1836  pos_sup 0.03249
[s1] 389000 frames  227s  shadow 0.1836  pos_sup 0.03249
[s1] 389500 frames  227s  shadow 0.1835  pos_sup 0.03248
[s1] 390000 frames  227s  shadow 0.1836  pos_sup 0.03248
[s1] 390500 frames  227s  shadow 0.1835  pos_sup 0.03246
[s1] 391000 frames  228s  shadow 0.1836  pos_sup 0.03248
[s1] 391500 frames  228s  shadow 0.1836  pos_sup 0.03250
[s1] 392000 frames  228s  shadow 0.1836  pos_sup 0.03248
[s1] 392500 frames  229s  shadow 0.1840  pos_sup 0.03257
[s1] 393000 frames  229s  shadow 0.1841  pos_sup 0.03260
[s1] 393500 frames  229s  shadow 0.1844  pos_sup 0.03264
[s1] 394000 frames  230s  shadow 0.1843  pos_sup 0.03263
[s1] 394500 frames  230s  shadow 0.1842  pos_sup 0.03261
[s1] 395000 frames  231s  shadow 0.1843  pos_sup 0.03262
[s1] 395500 frames  231s  shadow 0.1841  pos_sup 0.03259
[s1] 396000 frames  231s  shadow 0.1842  pos_sup 0.03261
